,company,category,date,review,note
2650,"
                        HomeCineSolutions
                    ",electronics_technology,"
Date de l'expérience:
                15 mars 2021
            ","
                Service parfait et trés rapide
            ",5
2651,"
                        HomeCineSolutions
                    ",electronics_technology,"
Date de l'expérience:
                15 mars 2021
            ","
                Super entreprise. Aucun problème avec les commandes si il y a tout est rec tifier dans l’heure .D’autre part les prix sont vraiment plus que intéressant. Franchement n’hésiter pas vous pouvez acheter en toute confiance .
            ",5
2652,"
                        HomeCineSolutions
                    ",electronics_technology,"
Date de l'expérience:
                15 mars 2021
            ","
                Produit de qualitéPrix très satisfaisantRapidité de la livraisonJe recommande
            ",5
2653,"
                        HomeCineSolutions
                    ",electronics_technology,"
Date de l'expérience:
                8 mars 2021
            ","
                Prix très intéressant, produit livré dans les délais et correspondant bien au descriptif.Parfait.
            ",5
2654,"
                        HomeCineSolutions
                    ",electronics_technology,"
Date de l'expérience:
                15 mars 2021
            ","
                livraison très rapide , colis en bon état , produit qui semble être d'un excellent rapport qualité prix ( subwoofer POLK )
            ",5
2655,"
                        HomeCineSolutions
                    ",electronics_technology,"
Date de l'expérience:
                15 mars 2021
            ","
                Super ! De vrais professionnels.Merci
            ",5
2656,"
                        HomeCineSolutions
                    ",electronics_technology,"
Date de l'expérience:
                15 mars 2021
            ","
                Transaction simple et livraison rapide. Je recommande.
            ",5
2657,"
                        HomeCineSolutions
                    ",electronics_technology,"
Date de l'expérience:
                15 mars 2021
            ","
                Livré en express avec suivi c'est très pro !
            ",4
2658,"
                        HomeCineSolutions
                    ",electronics_technology,"
Date de l'expérience:
                15 mars 2021
            ","
                Achat de petite plaque noire de métal pour les pointes de pied d’enceintes. Qualité moyenne car il s’agit en fait de plastique rigide avec un aspect mat moins esthétique que du métal. Toutefois la commande est vite arrivée. Merci.
            ",4
2659,"
                        HomeCineSolutions
                    ",electronics_technology,"
Date de l'expérience:
                14 mars 2021
            ","
                suite à un désistement de ma part, j'ai été remboursée de la somme déjà versée, même si ce fût un peu long.Etablissement sérieux.
            ",5
2660,"
                        HomeCineSolutions
                    ",electronics_technology,"
Date de l'expérience:
                13 mars 2021
            ","
                qualité du produit très bien, livraison hyper rapide,
            ",5
2661,"
                        FLASH RC
                    ",electronics_technology,"
Date de l'expérience:
                15 mars 2021
            ","
                Envoir rapide, et bien emballé commr a chasue fois, merci flash rc.Je vous recommande ce site. Cordialement
            ",5
2662,"
                        FLASH RC
                    ",electronics_technology,"
Date de l'expérience:
                9 mars 2021
            ","
                Parfait. Conforme et Rapide
            ",5
2663,"
                        FLASH RC
                    ",electronics_technology,"
Date de l'expérience:
                15 mars 2021
            ","
                Site complet, et produit très efficace.Commande nickel et livraison rapide. Je recommande vivement !
            ",5
2664,"
                        FLASH RC
                    ",electronics_technology,"
Date de l'expérience:
                15 mars 2021
            ",,5
2665,"
                        FLASH RC
                    ",electronics_technology,"
Date de l'expérience:
                15 mars 2021
            ","
                Super site internet,  après-vente super réactif , malgré 1 problèmes au début d'une livraison mall tombé à cause du confinement. Je recommande très fortement.  Peut être une petit manque d'effort à faire pour des réductions à des  bon clients, est sa frôle la perfection, après ces mon avis personnel. Pms
            ",5
2666,"
                        FLASH RC
                    ",electronics_technology,"
Date de l'expérience:
                15 mars 2021
            ","
                matériel reçu rapidement est correspondant à la définition
            ",5
2667,"
                        FLASH RC
                    ",electronics_technology,"
Date de l'expérience:
                15 mars 2021
            ","
                Accès facile sur le site, commande vite livrée.
            ",5
2668,"
                        FLASH RC
                    ",electronics_technology,"
Date de l'expérience:
                15 mars 2021
            ","
                La livraison en TNT est toujours très bonne RAS
            ",5
2669,"
                        FLASH RC
                    ",electronics_technology,"
Date de l'expérience:
                15 mars 2021
            ",,5
2670,"
                        FLASH RC
                    ",electronics_technology,"
Date de l'expérience:
                15 mars 2021
            ","
                satisfaction sur tout: rapidité de livraison, qualité du produit
            ",5
2671,"
                        FLASH RC
                    ",electronics_technology,"
Date de l'expérience:
                15 mars 2021
            ","
                Très bon achat. Aucun problème de commande. Envoi rapide et articles bien protégés.
            ",5
2672,"
                        FLASH RC
                    ",electronics_technology,"
Date de l'expérience:
                15 mars 2021
            ","
                Très bien, comme d'habitude
            ",5
2673,"
                        FLASH RC
                    ",electronics_technology,"
Date de l'expérience:
                15 mars 2021
            ","
                Matériel reçu dans les temps et fonctionnel.
            ",4
2674,"
                        FLASH RC
                    ",electronics_technology,"
Date de l'expérience:
                15 mars 2021
            ","
                Toujours aussi parfait livraison au Top articles dispo merci FLASHRC
            ",5
2675,"
                        FLASH RC
                    ",electronics_technology,"
Date de l'expérience:
                15 mars 2021
            ","
                De bons conseils par téléphone puis un envoi rapide des pièces détachées. C est parfait!
            ",5
2676,"
                        FLASH RC
                    ",electronics_technology,"
Date de l'expérience:
                15 mars 2021
            ","
                Rapide, parfaitement emballé....Conforme à mes attentes.
            ",5
2677,"
                        FLASH RC
                    ",electronics_technology,"
Date de l'expérience:
                15 mars 2021
            ","
                Le choix est assez large, les tarifs sont très corrects et les délais de préparation et de livraison entièrement respectés.
            ",5
2678,"
                        FLASH RC
                    ",electronics_technology,"
Date de l'expérience:
                15 mars 2021
            ","
                Rapide, pas cher et efficace. Que demander  de mieux !
            ",5
2679,"
                        FLASH RC
                    ",electronics_technology,"
Date de l'expérience:
                15 mars 2021
            ","
                Super livraison rapide parfait je recommande vivement parfait
            ",5
2680,"
                        FLASH RC
                    ",electronics_technology,"
Date de l'expérience:
                14 mars 2021
            ",,5
2681,"
                        Gsm55
                    ",electronics_technology,"
Date de l'expérience:
                15 mars 2021
            ","
                Très satisfaite. Livraison rapide et réception en parfait état
            ",5
2682,"
                        Gsm55
                    ",electronics_technology,"
Date de l'expérience:
                15 mars 2021
            ","
                Produits conformes à mes attentesLivraison rapideParfait
            ",5
2683,"
                        Gsm55
                    ",electronics_technology,"
Date de l'expérience:
                15 mars 2021
            ","
                parfait l'article correspond à ce que j'attendais
            ",5
2684,"
                        Gsm55
                    ",electronics_technology,"
Date de l'expérience:
                15 mars 2021
            ","
                Pas eu de besoin pour le moment, mais très tenté de faire de la délation compte tenu des infractions que j'ai enregistrés....
            ",4
2685,"
                        Gsm55
                    ",electronics_technology,"
Date de l'expérience:
                15 mars 2021
            ","
                Je voudrais déposer plainte contre vous car vous vendez de la camelote !!50epour un écran de quelques heures !!!Alors comment je peux faire ??J ai été obligé d,acheté un nouveau portable par votre fauteOn dirait que j avais commandé sur Aliexpress ??!!!
            ",1
2686,"
                        Gsm55
                    ",electronics_technology,"
Date de l'expérience:
                15 mars 2021
            ",,5
2687,"
                        Gsm55
                    ",electronics_technology,"
Date de l'expérience:
                15 mars 2021
            ","
                Je suis très satisfaite de mon colis coque de tel .Délai respecté et colis soigneusement protège.Merci Cordialement
            ",5
2688,"
                        Gsm55
                    ",electronics_technology,"
Date de l'expérience:
                15 mars 2021
            ","
                La boutique en ligne est très fonctionnelle.Les produits reçus très rapidement correspondent parfaitement à leur description.Et le retour et remboursement des achats est super réactif et efficace.Top service!
            ",5
2689,"
                        Gsm55
                    ",electronics_technology,"
Date de l'expérience:
                15 mars 2021
            ","
                Excellente gestion concernant ma 1ère commande :rapide et efficace
            ",5
2690,"
                        Gsm55
                    ",electronics_technology,"
Date de l'expérience:
                14 mars 2021
            ","
                J'ai commandé un étui pour mon smartphone Sony Xperia XA2+. Il est arrivé mais ne convenait pas, trop petit. Erreur de référence. Après échange téléphonique avec une hôtesse du site, un autre étui me fut envoyé et il a été parfait pour mon appareil. J'ai renvoyé le premier étui, j'aurais cependant apprécié que les frais de renvoi ne soient pas à ma charge.
            ",5
2691,"
                        Gsm55
                    ",electronics_technology,"
Date de l'expérience:
                14 mars 2021
            ","
                Je ne suis pas déçue depuis mon inscription rapidité, efficacité, choix et prix.
            ",5
2692,"
                        Gsm55
                    ",electronics_technology,"
Date de l'expérience:
                14 mars 2021
            ",,5
2693,"
                        Gsm55
                    ",electronics_technology,"
Date de l'expérience:
                14 mars 2021
            ","
                Je ne prends que chez vous car vous êtes une entreprise très sérieuse et je recommanderai chez vous d'autres articles dès que besoin.
            ",5
2694,"
                        Gsm55
                    ",electronics_technology,"
Date de l'expérience:
                6 mars 2021
            ","
                J'ai été entièrement satisfait de ma dernière livraison, rapide et conforme à la commande. L'article
            ",5
2695,"
                        Gsm55
                    ",electronics_technology,"
Date de l'expérience:
                14 mars 2021
            ","
                Satisfait comme habituellement.
            ",5
2696,"
                        Gsm55
                    ",electronics_technology,"
Date de l'expérience:
                14 mars 2021
            ","
                Je recommande ce site livraison rapide service client au top
            ",5
2697,"
                        Gsm55
                    ",electronics_technology,"
Date de l'expérience:
                14 mars 2021
            ","
                Livraison parfaite colis en bon état Datée de livraison respectée.Je suis satisfaite
            ",5
2698,"
                        Gsm55
                    ",electronics_technology,"
Date de l'expérience:
                14 mars 2021
            ",,5
2699,"
                        Gsm55
                    ",electronics_technology,"
Date de l'expérience:
                1 mars 2021
            ","
                Comme d’habitude, toujours content..Tout est dit..
            ",5
2700,"
                        Gsm55
                    ",electronics_technology,"
Date de l'expérience:
                14 mars 2021
            ",,5
2701,"
                        La Caméra Embarquée
                    ",electronics_technology,"
Date de l'expérience:
                15 mars 2021
            ","
                livré 3 jours après la commande, parfait
            ",5
2702,"
                        La Caméra Embarquée
                    ",electronics_technology,"
Date de l'expérience:
                15 mars 2021
            ","
                Le colis est arrivé dans les temps rien a dire à ce sujet mais le carton d'emballage en très mauvais état.les plastique qui entoure les produits déjà ouvert...on aurait dit que on m'avait vendu un produit qui a déjà servi.. d'occasion...je suis assez furieux mème si je le reconnais le produit et en bon état.
            ",3
2703,"
                        La Caméra Embarquée
                    ",electronics_technology,"
Date de l'expérience:
                15 mars 2021
            ","
                Matériels conformes à mes attentes et délais de livraison au top . Félicitations
            ",5
2704,"
                        La Caméra Embarquée
                    ",electronics_technology,"
Date de l'expérience:
                15 mars 2021
            ","
                La caméra embarqué, je ne connaissais pas, ma fille m'a acheté la Gopro 8 sur cette plate-forme de vente et moi des rallonges d'atterrissage pour Dji mini 2. Tout est arrivé dans les délais, site sérieux.
            ",5
2705,"
                        La Caméra Embarquée
                    ",electronics_technology,"
Date de l'expérience:
                14 mars 2021
            ","
                Envoi rapide produit bien emballé et conforme
            ",5
2706,"
                        La Caméra Embarquée
                    ",electronics_technology,"
Date de l'expérience:
                14 mars 2021
            ","
                Toujours au top livraison rapide produits de qualité!
            ",5
2707,"
                        La Caméra Embarquée
                    ",electronics_technology,"
Date de l'expérience:
                13 mars 2021
            ","
                Les ellices oranges que j ai commandé ont un jeu important lors de leur fixations Un défaut de fabrication sans doute
            ",2
2708,"
                        La Caméra Embarquée
                    ",electronics_technology,"
Date de l'expérience:
                13 mars 2021
            ","
                Parfait Pour une 360* , léger
            ",5
2709,"
                        La Caméra Embarquée
                    ",electronics_technology,"
Date de l'expérience:
                13 mars 2021
            ","
                Reçu matériel en temps et en heures. Matériel conforme à la commande.Bravo et merci à LaCameraEmbarquée.
            ",5
2710,"
                        La Caméra Embarquée
                    ",electronics_technology,"
Date de l'expérience:
                13 mars 2021
            ","
                Impossible d'avoir des renseignements complets sur les articles.
            ",3
2711,"
                        La Caméra Embarquée
                    ",electronics_technology,"
Date de l'expérience:
                13 mars 2021
            ","
                Premier achat, très satisfait
            ",5
2712,"
                        La Caméra Embarquée
                    ",electronics_technology,"
Date de l'expérience:
                13 mars 2021
            ","
                Top ! Livraison rapide
            ",5
2713,"
                        La Caméra Embarquée
                    ",electronics_technology,"
Date de l'expérience:
                12 mars 2021
            ","
                Rapide. Tres satisfait
            ",5
2714,"
                        La Caméra Embarquée
                    ",electronics_technology,"
Date de l'expérience:
                12 mars 2021
            ","
                très bonne caméra adapté sur mon quad goes 530 sur le guidon, puis essai sur moi avec la sangle de poitrine excellant au niveau vibration on a une imageou un film net incroyable trés satisfait, en +vous la commendez a la voie  pour la mettre en route ,filmez, faire des photos fantastique, je la recommande .a bientôt.CORDIALEMENT.
            ",5
2715,"
                        La Caméra Embarquée
                    ",electronics_technology,"
Date de l'expérience:
                12 mars 2021
            ","
                Personnel compétant et sérieux ,  très réactifs !
            ",5
2716,"
                        La Caméra Embarquée
                    ",electronics_technology,"
Date de l'expérience:
                12 mars 2021
            ","
                Rien à dire rapide et efficace ! Merci
            ",5
2717,"
                        La Caméra Embarquée
                    ",electronics_technology,"
Date de l'expérience:
                12 mars 2021
            ","
                Rien à redire sur la livraison d'une partie de ma commande. Cependant, sur la partie non disponible lors de la commande j'aurai aimé avoir une idée de la période de livraison.
            ",4
2718,"
                        La Caméra Embarquée
                    ",electronics_technology,"
Date de l'expérience:
                12 mars 2021
            ","
                3 hélices sur 4 ne se clipsent pas au drone.
            ",1
2719,"
                        La Caméra Embarquée
                    ",electronics_technology,"
Date de l'expérience:
                12 mars 2021
            ","
                J'ai acheté récemment 2 articles (adaptateurs) dont 1 défectueux mais qui peut fonctionner quand même.. J'aurais apprécié qu'on me le remplace spontanément  qui n'a pas été le cas; pourtant, je suis un ""bon"" client. Dommage.
            ",3
2720,"
                        La Caméra Embarquée
                    ",electronics_technology,"
Date de l'expérience:
                11 mars 2021
            ","
                rapidement à l'écoute afin de trouver une solution. La pièce était donc bien répertoriée et correspondait donc au descriptif. Ils étaient prêts pourtant à annuler ma commande.. Quel service! :)
            ",5
2721,"
                        Cleanfox
                    ",electronics_technology,"
Date de l'expérience:
                15 mars 2021
            ",,5
2722,"
                        Cleanfox
                    ",electronics_technology,"
Date de l'expérience:
                15 mars 2021
            ","
                super et facile.
            ",5
2723,"
                        Cleanfox
                    ",electronics_technology,too far,"
                Vraiment très utile comme site, gratuit et efficace Parfait !!!
            ",5
2724,"
                        Cleanfox
                    ",electronics_technology,"
Date de l'expérience:
                14 mars 2021
            ","
                Rapide et facile à utiliser, vous pourrez aisément faire le tri dans vos différentes boites mail.Une version en ligne est disponible, vous n'aurez même pas besoin de télécharger quoi que ce soit.
            ",5
2725,"
                        Cleanfox
                    ",electronics_technology,"
Date de l'expérience:
                13 mars 2021
            ","
                Merci beaucoup à l'équipe Cleanfox qui travaille à rendre nos boîtes mail plus propres!!
            ",5
2726,"
                        Cleanfox
                    ",electronics_technology,"
Date de l'expérience:
                12 mars 2021
            ",,5
2727,"
                        Cleanfox
                    ",electronics_technology,"
Date de l'expérience:
                11 mars 2021
            ","
                Marre des publicités
            ",5
2728,"
                        Cleanfox
                    ",electronics_technology,"
Date de l'expérience:
                11 mars 2021
            ","
                outils super efficace et rapide pour trier ses mails !
            ",5
2729,"
                        Cleanfox
                    ",electronics_technology,"
Date de l'expérience:
                11 mars 2021
            ","
                Super outil, que j'utilise régulièrement !
            ",5
2730,"
                        Cleanfox
                    ",electronics_technology,too far,,5
2731,"
                        Cleanfox
                    ",electronics_technology,"
Date de l'expérience:
                9 mars 2021
            ","
                Appli au top! Ultra rapide...
            ",5
2732,"
                        Cleanfox
                    ",electronics_technology,"
Date de l'expérience:
                9 mars 2021
            ",,5
2733,"
                        Cleanfox
                    ",electronics_technology,too far,"
                it work just as expected ! thanks
            ",5
2734,"
                        Cleanfox
                    ",electronics_technology,"
Date de l'expérience:
                9 mars 2021
            ","
                Excellent service, fluide, intuitif, bon pour ma boite mail et la planète
            ",5
2735,"
                        Cleanfox
                    ",electronics_technology,"
Date de l'expérience:
                8 mars 2021
            ",,5
2736,"
                        Cleanfox
                    ",electronics_technology,"
Date de l'expérience:
                8 mars 2021
            ",,5
2737,"
                        Cleanfox
                    ",electronics_technology,"
Date de l'expérience:
                7 mars 2021
            ","
                Supprimer 30 emails revient à économiser 24h de consommation d'une ampoule.
            ",5
2738,"
                        Cleanfox
                    ",electronics_technology,"
Date de l'expérience:
                7 mars 2021
            ","
                application indispensable pour la planète
            ",5
2739,"
                        Cleanfox
                    ",electronics_technology,"
Date de l'expérience:
                7 mars 2021
            ",,5
2740,"
                        Cleanfox
                    ",electronics_technology,"
Date de l'expérience:
                7 mars 2021
            ","
                En revanche, Trust pilot est un enfer
            ",5
2741,"
                        Affinitweet
                    ",electronics_technology,too far,"
                Franchement sympathique,Permet de voir certaines stats interessantes sur Twitter et d’autres info amusantes
            ",5
2742,"
                        Affinitweet
                    ",electronics_technology,"
Date de l'expérience:
                7 janvier 2021
            ","
                Site sympa pour se faire des potes et partager ses délires du quotidien ! Leur plateforme est de bonne qualité et la protection des données perso est assurée. Je la recommande sans aucune hésitation !
            ",5
2743,"
                        Affinitweet
                    ",electronics_technology,"
Date de l'expérience:
                14 février 2021
            ","
                Ce site est vraiment top !! Beaucoup de fonctionnalités superbes, je recommande ! :)
            ",5
2744,"
                        Affinitweet
                    ",electronics_technology,too far,,5
2745,"
                        Affinitweet
                    ",electronics_technology,too far,,5
2746,"
                        Affinitweet
                    ",electronics_technology,too far,"
                Ce service est trés rigolo comme peut étre trés utile, il comprend notamment énormements de services super cools ! Continuez comme ça !
            ",5
2747,"
                        Affinitweet
                    ",electronics_technology,too far,,5
2748,"
                        Affinitweet
                    ",electronics_technology,too far,"
                Franchirent c’est parfait quand on s’ennuie et on rigole bien avec ses potes
            ",5
2749,"
                        Affinitweet
                    ",electronics_technology,too far,"
                Service géniale avec lequel on peut créer plusieurs délires en amis ce qui est incroyable !! En plus avec affinitweet, nos données sont protégées !!
            ",5
2750,"
                        Affinitweet
                    ",electronics_technology,too far,"
                Les goats, je les aimes, bon moment entre copain assuré !!!!
            ",4
2751,"
                        Affinitweet
                    ",electronics_technology,too far,,5
2752,"
                        Affinitweet
                    ",electronics_technology,too far,"
                Très sympathique !
            ",5
2753,"
                        Affinitweet
                    ",electronics_technology,too far,,5
2754,"
                        Affinitweet
                    ",electronics_technology,too far,,5
2755,"
                        Affinitweet
                    ",electronics_technology,too far,"
                yeessssssssssssss
            ",5
2756,"
                        Affinitweet
                    ",electronics_technology,too far,,5
2757,"
                        Affinitweet
                    ",electronics_technology,too far,"
                J'utilise leur site depuis un long moment et c'est juste parfait ! C'est très utile pour énormément de chose sur Twitter. (savoir avec qui l'on parle le plus, qui a follow qui en premier etc.) La plus utile reste le Top Friends à mon goût mais les autres fonctionnalités sont tout aussi génial. J'ai très hâte de voir les prochaines fonctionnalités arrivé qui sont encore plus prometteuse ! Bref, utilisez Affinitweet, c'est amusant et intéressant!
            ",5
2758,"
                        Affinitweet
                    ",electronics_technology,too far,"
                Très bon site, rapide et fluide.
            ",5
2759,"
                        Affinitweet
                    ",electronics_technology,too far,"
                Envie de découvrir plus de fonctionnalités 👍👍👍
            ",4
2760,"
                        Affinitweet
                    ",electronics_technology,too far,"
                Excellent site très drôle et site de confiance je conseille!!!
            ",5
2761,"
                        RAM Mount France
                    ",electronics_technology,"
Date de l'expérience:
                15 mars 2021
            ","
                Cher mais costaud et semble fait pour durer. J'espère que ce support durera plus  longtemps que ceux à bas prix que j'ai acheté avant.
            ",5
2762,"
                        RAM Mount France
                    ",electronics_technology,"
Date de l'expérience:
                15 mars 2021
            ","
                Rien à dire tout est parfait
            ",4
2763,"
                        RAM Mount France
                    ",electronics_technology,"
Date de l'expérience:
                15 mars 2021
            ","
                Livraison rapide, site clair et produits de qualité
            ",5
2764,"
                        RAM Mount France
                    ",electronics_technology,"
Date de l'expérience:
                15 mars 2021
            ",,5
2765,"
                        RAM Mount France
                    ",electronics_technology,"
Date de l'expérience:
                15 mars 2021
            ","
                Parfait.Produits et logistique : RAS
            ",5
2766,"
                        RAM Mount France
                    ",electronics_technology,"
Date de l'expérience:
                7 mars 2021
            ","
                Pour l'instant je ne peux juger que de la passation de la commande car je n'ai pas encore reçu mon colis : Un mois de délais … c'est un peu long. j'espère que cela vaudra le coup !!!
            ",3
2767,"
                        RAM Mount France
                    ",electronics_technology,"
Date de l'expérience:
                14 mars 2021
            ","
                Top RAS super service et produits de A à Z
            ",5
2768,"
                        RAM Mount France
                    ",electronics_technology,"
Date de l'expérience:
                14 mars 2021
            ","
                Très bon produits et très bon services de vente .
            ",5
2769,"
                        RAM Mount France
                    ",electronics_technology,"
Date de l'expérience:
                14 mars 2021
            ","
                Livraison rapide, facile d'installation, maintien solide. Je suis très satisfaite.
            ",5
2770,"
                        RAM Mount France
                    ",electronics_technology,"
Date de l'expérience:
                14 mars 2021
            ","
                Facile à installer et remplit sa fonction.Je le recommande
            ",5
2771,"
                        RAM Mount France
                    ",electronics_technology,"
Date de l'expérience:
                13 mars 2021
            ","
                Conforme à la commande Très stable
            ",5
2772,"
                        RAM Mount France
                    ",electronics_technology,"
Date de l'expérience:
                13 mars 2021
            ","
                Parfait, correspond à mon attente et fait le djob
            ",5
2773,"
                        RAM Mount France
                    ",electronics_technology,"
Date de l'expérience:
                12 mars 2021
            ","
                Malgré les délais parfois longs, le suivi est très bien assuré, le service et la qualité des produits est toujours aussi impeccable.
            ",4
2774,"
                        RAM Mount France
                    ",electronics_technology,"
Date de l'expérience:
                12 mars 2021
            ","
                J’ai une utilisation raid , j’utilise Ram avec plusieurs support pour plusieurs GPS et sur différents véhicules (ssv , 4x4 , camping car) Le produit est top et aujourd’hui pour moi il n’y a rien de mieux . Le seul problème est qu’ils sont trop souvent en rupture . Si vous souhaitez commander un produit il faut être patient il manque souvent un élément. De toute façon j’ai pas le choix, j’ai à peu près tout essayé il n’y a que les supports Ram qui tienne.
            ",3
2775,"
                        RAM Mount France
                    ",electronics_technology,"
Date de l'expérience:
                11 mars 2021
            ","
                Produit de bonne qualité livraison rapide
            ",5
2776,"
                        RAM Mount France
                    ",electronics_technology,"
Date de l'expérience:
                10 mars 2021
            ","
                Utilisateur des produits Ram mount depuis des années, entièrement satisfait, 1er commande en direct et génial, rapide, bon conseil
            ",5
2777,"
                        RAM Mount France
                    ",electronics_technology,"
Date de l'expérience:
                10 mars 2021
            ","
                Parfait!Commandé et reçu en 24h, produit de qualité.Rien à redire, juste parfait.
            ",5
2778,"
                        RAM Mount France
                    ",electronics_technology,"
Date de l'expérience:
                10 mars 2021
            ","
                Produits toujours d'excellente qualité; J'ai aujourd'hui :1 support GPS pour la voiture2 supports GPS TomTom pour mes motos1 Support GPS pour vélo2 Supports GoPro pour mes motos... et aucun ne s'est détérioré avec l'usage et le tempsLivraison très rapide !
            ",5
2779,"
                        RAM Mount France
                    ",electronics_technology,"
Date de l'expérience:
                10 mars 2021
            ","
                Produit de qualité. Livraison ultra rapide.
            ",5
2780,"
                        RAM Mount France
                    ",electronics_technology,"
Date de l'expérience:
                10 mars 2021
            ","
                4 étoiles car le parfait n’existe pas. Très bon matériel à première vue. Pas encore testé mais je suis confiant.
            ",4
2781,"
                        Flashbay
                    ",events_entertainment,"
Date de l'expérience:
                15 mars 2021
            ","
                Disponibilité, accompagnement, rapidité ! tout était très simple.
            ",5
2782,"
                        Flashbay
                    ",events_entertainment,"
Date de l'expérience:
                13 mars 2021
            ","
                Écoute, personnalisation, expédition rapide Bon produits et service efficace
            ",5
2783,"
                        Flashbay
                    ",events_entertainment,"
Date de l'expérience:
                12 mars 2021
            ","
                Rien à dire tout était parfait du début à la fin !
            ",5
2784,"
                        Flashbay
                    ",events_entertainment,"
Date de l'expérience:
                11 mars 2021
            ","
                Bon services,rapide et efficace.Merci à Guillaume pour son suivi
            ",5
2785,"
                        Flashbay
                    ",events_entertainment,"
Date de l'expérience:
                10 mars 2021
            ","
                TRES BEAU PRODUIT, CONFECTION ET EXPEDITION RAPIDEJE VOUS RECOMMANDE
            ",5
2786,"
                        Flashbay
                    ",events_entertainment,"
Date de l'expérience:
                9 mars 2021
            ","
                Très bon relationnel avec le service commercial. La livraison est arrivée en avance avec la qualité qui va avec. Je suis très satisfait et n hésite pas à recommander flashbay
            ",5
2787,"
                        Flashbay
                    ",events_entertainment,"
Date de l'expérience:
                24 février 2021
            ","
                Super service, très bons conseils, rapide et disponible et surtout très bon produits
            ",5
2788,"
                        Flashbay
                    ",events_entertainment,"
Date de l'expérience:
                4 mars 2021
            ","
                Des délais de livraisons respectés et une bonne qualité de masque et d'impression !
            ",4
2789,"
                        Flashbay
                    ",events_entertainment,"
Date de l'expérience:
                4 mars 2021
            ","
                Très bon service conseil d’Olivier Rochat.Très beau résultat Livraison rapide
            ",5
2790,"
                        Flashbay
                    ",events_entertainment,"
Date de l'expérience:
                4 mars 2021
            ","
                Entièrement satisfaits, produits de qualité, échanges efficaces et rapidité des prestations. Nous recommandons !
            ",5
2791,"
                        Flashbay
                    ",events_entertainment,"
Date de l'expérience:
                4 mars 2021
            ","
                Parfait depuis le chiffrage, maquette jusqu'à la livraison très rapide!
            ",5
2792,"
                        Flashbay
                    ",events_entertainment,"
Date de l'expérience:
                10 février 2021
            ","
                Avant de parler produit, je tiens à parler de l'excellent sens de la relation commerciale du conseiller - Lucas Belmabrouk - que j'ai eu comme interlocuteur : réponses rapides, conseils avisés, suivi, sans jamais être oppressant. Bravo !Pour le produit, je suis absolument ravi du modèle choisi qui en fait un bel objet à remettre à mes clients et partenaires. La sérigraphie et la gravure sont très biens réalisées et fidèles aux fichiers soumi et au BAT. Bien aussi pour le délai de réalisation/livraison qui a été mieux que tenu car j'ai été livré un peu plus rapidement qu'initialement prévu en cette période délicate.Je conseille pleinement de venir faire votre choix ici !
            ",5
2793,"
                        Flashbay
                    ",events_entertainment,"
Date de l'expérience:
                3 mars 2021
            ","
                Commande facile à passer et livraison en avance.
            ",5
2794,"
                        Flashbay
                    ",events_entertainment,"
Date de l'expérience:
                3 mars 2021
            ","
                Impression au top ! Equipe commerciale vraiment bien nous permettant d'avancer rapidement dans nos projets.
            ",5
2795,"
                        Flashbay
                    ",events_entertainment,"
Date de l'expérience:
                2 mars 2021
            ",,5
2796,"
                        Flashbay
                    ",events_entertainment,"
Date de l'expérience:
                2 mars 2021
            ","
                Excellent expérience avec Flashbay pour des gourdes en titane 500ml. Olivier a su répondre rapidement à notre besoin et avait parfaitement compris nos attentes. Livraison rapide avec un suivi plus qu'excellent.Je recommande vivement !
            ",5
2797,"
                        Flashbay
                    ",events_entertainment,"
Date de l'expérience:
                1 mars 2021
            ","
                tout est dans la note
            ",5
2798,"
                        Flashbay
                    ",events_entertainment,"
Date de l'expérience:
                1 mars 2021
            ","
                Réactivité, efficacité, qualité des produits
            ",5
2799,"
                        Flashbay
                    ",events_entertainment,"
Date de l'expérience:
                1 mars 2021
            ","
                J'ai fait une demande de devis sur le site pour mon entreprise et Coralie la chargé de compte m'a recontacté par téléphone l'après-midi même. Très réactive et disponible, elle a su répondre rapidement à chacune de mes demandes. Elle m'a fait parvenir un échantillon gratuit afin que je puisse voir à quoi ressemble le produit fini une fois la personnalisation effectuée.Envoie rapide et soigné, nous sommes plus que satisfaits des mugs de voyages personnalisés que nous avons commandé et du service de Flashbay.
            ",5
2800,"
                        Flashbay
                    ",events_entertainment,"
Date de l'expérience:
                1 mars 2021
            ",,5
2801,"
                        NetJuggler
                    ",events_entertainment,"
Date de l'expérience:
                14 mars 2021
            ","
                J'adore net juggler
            ",5
2802,"
                        NetJuggler
                    ",events_entertainment,"
Date de l'expérience:
                3 mars 2021
            ","
                Livraison rapide et produits conforme.Diabolo sundia + baguettes commander et arrivée 2 jours plus tard dans ma boîte au lettre.
            ",5
2803,"
                        NetJuggler
                    ",events_entertainment,"
Date de l'expérience:
                13 mars 2021
            ","
                Reçu en temps et en heure ! Rien a dire sur le service ! Bravo
            ",5
2804,"
                        NetJuggler
                    ",events_entertainment,"
Date de l'expérience:
                12 mars 2021
            ",,5
2805,"
                        NetJuggler
                    ",events_entertainment,"
Date de l'expérience:
                12 mars 2021
            ","
                Ras, reçu vite et bien emballé, très à l'écoute
            ",5
2806,"
                        NetJuggler
                    ",events_entertainment,"
Date de l'expérience:
                12 mars 2021
            ","
                Très bon suivi et envoie rapide.Le hula hoop est de bonne qualité et en feu très bel effet. Merci
            ",4
